Material,Description,Procurement,Base Unit,Material Type,Material Group,Matl Grp Desc.
8070005901,PULP TRAY BOTTOM 9770 LIGHT PROJECT,F,EA,ZRAW,807,Paper Pulp
8070005902,9770 PULP TRAY RIGHT IH,E,EA,ZCOM,807,Paper Pulp
8070005903,PULP TRAY BOTTOM 9770 LIGHT PROJECT IH,E,EA,ZCOM,807,Paper Pulp
8070005904,PULP TRAY BOTTOM 9770 LIGHT MODIFY IH,E,EA,ZCOM,807,Paper Pulp
8070005905,PULP TRAY BOTTOM 9770 LIGHT MODIFY,F,EA,ZRAW,807,Paper Pulp
8070006600,PULP TRAY LEFT,F,EA,ZRAW,807,Paper Pulp
8070006601,PULP TRAY LEFT IH,E,EA,ZCOM,807,Paper Pulp
8070006700,PULP TRAY RIGHT,F,EA,ZRAW,807,Paper Pulp
8070006701,PULP TRAY RIGHT IH,E,EA,ZCOM,807,Paper Pulp
8070006800,PULP TRAY TOP,F,EA,ZRAW,807,Paper Pulp
8070006801,PULP TRAY TOP IH,E,EA,ZCOM,807,Paper Pulp
8070006900,PULP TRAY BOTTOM,F,EA,ZRAW,807,Paper Pulp
8070006901,PULP TRAY BOTTOM IH,E,EA,ZCOM,807,Paper Pulp
8070007200,PULP TRAY TOP  9744?new?,F,EA,ZRAW,807,Paper Pulp
8070007201,PULPTRAY TOP 9744(NEW) MODIFY HEIGHT B,F,EA,ZRAW,807,Paper Pulp
8070007202,PULPTRAY TOP 9744R LIGHT PROJECT,F,EA,ZRAW,807,Paper Pulp
8070007203,PULPTRAY TOP 9744(NEW)MODIFYHEIGHT B IH,E,EA,ZCOM,807,Paper Pulp
8070007300,PULP TRAY BOTTOM 9744?new?,F,EA,ZRAW,807,Paper Pulp
8070007301,PULPTRAY BOTTOM 9744(NEW)MODIFY HEIGHT B,F,EA,ZRAW,807,Paper Pulp
8070007302,PULPTRAY BOTTOM 9744R LIGHT PROJECT,F,EA,ZRAW,807,Paper Pulp
8070007303,PULP TRAY BOTTOM 9744?new?IH,E,EA,ZCOM,807,Paper Pulp
8070007304,PULPTRAY BOTTOM9744(NEW)MODIFYHEIGHTB IH,E,EA,ZCOM,807,Paper Pulp
8070007400,PULP TRAY LEFT TAMA 363x328x106mm,F,EA,ZRAW,807,Paper Pulp
8070008100,PULP TRAY RIGHT  TAMA 361x325x98mm,F,EA,ZRAW,807,Paper Pulp
8070008200,PULP TRAY LEFT TAMA 361x325x98mm,F,EA,ZRAW,807,Paper Pulp
8070008500,PULP TRAY LEFT,F,EA,ZRAW,807,Paper Pulp
8070008501,PULP TRAY LEFT IH,E,EA,ZCOM,807,Paper Pulp
8070008600,PULP TRAY RIGHT,F,EA,ZRAW,807,Paper Pulp
8070008601,PULP TRAY RIGHT IH,E,EA,ZCOM,807,Paper Pulp
8070009500,Pulptray left,F,EA,ZRAW,807,Paper Pulp
8070009501,Pulptray left IH,E,EA,ZCOM,807,Paper Pulp
8070009600,Pulptray right,F,EA,ZRAW,807,Paper Pulp
8070009601,Pulptray right IH,E,EA,ZCOM,807,Paper Pulp
8070010200,PULP TRAY LEFT SHIGA,F,EA,ZRAW,807,Paper Pulp
8070010201,PULP TRAY LEFT SHIGA IH,E,EA,ZCOM,807,Paper Pulp
8070010300,PULP TRAY RIGHT SHIGA,F,EA,ZRAW,807,Paper Pulp
8070010301,PULP TRAY RIGHT SHIGA IH,E,EA,ZCOM,807,Paper Pulp
8070010600,PULP TRAY LEFT SHIGA 2.0L,F,EA,ZRAW,807,Paper Pulp
8070010601,PULP TRAY LEFT SHIGA 2.0L IH,E,EA,ZCOM,807,Paper Pulp
8070010700,PULP TRAY RIGHT SHIGA 2.0L,F,EA,ZRAW,807,Paper Pulp
8070010701,PULP TRAY RIGHT SHIGA 2.0L IH,E,EA,ZCOM,807,Paper Pulp
8070013100,9664 Pulptray right for JP,E,EA,ZCOM,807,Paper Pulp
8070013200,9664 Pulptray left for JP,E,EA,ZCOM,807,Paper Pulp
8070013300,PULPTRAY TOP 9744 LIGHT PROJECT IH,E,EA,ZCOM,807,Paper Pulp
8070013400,PULPTRAY BOTTOM 9744 LIGHT PROJECT IH,E,EA,ZCOM,807,Paper Pulp
8070014600,PULP TRAY TOP 9772 LIGHT PROJECT,F,EA,ZRAW,807,Paper Pulp
8070014700,PULP TRAY BOTTOM 9772 LIGHT PROJECT,F,EA,ZRAW,807,Paper Pulp
8070015000,pulp tray Top for Ariel Joy,F,EA,ZRAW,807,Paper Pulp
8070015001,pulp tray Top for Ariel Joy,F,EA,ZRAW,807,Paper Pulp
8070015002,pulp tray Top for Ariel Joy IH,E,EA,ZCOM,807,Paper Pulp
8070015100,pulp tray Bottom for Ariel Joy,F,EA,ZRAW,807,Paper Pulp
8070015101,pulp tray Bottom for Ariel Joy,F,EA,ZRAW,807,Paper Pulp
8070015102,pulp tray Bottom for Ariel Joy IH,E,EA,ZCOM,807,Paper Pulp
8070015200,9774 LIGHT PULP TRAY LEFT,F,EA,ZRAW,807,Paper Pulp
8070015300,9774 LIGHT PULP TRAY RIGHT,F,EA,ZRAW,807,Paper Pulp
8070015600,pulp tray Top for Ariel Rio,F,EA,ZRAW,807,Paper Pulp
8070015601,pulp tray Top for Ariel Rio,F,EA,ZRAW,807,Paper Pulp
8070015602,Pulp tray top for Ariel Rio IH,E,EA,ZCOM,807,Paper Pulp
8070015700,pulp tray Bottom for Ariel Rio,F,EA,ZRAW,807,Paper Pulp
8070015701,pulp tray Bottom for Ariel Rio,F,EA,ZRAW,807,Paper Pulp
8070015702,pulp tray Bottom for Ariel Rio IH,E,EA,ZCOM,807,Paper Pulp
8070015800,PULP TRAY RIGHT,F,EA,ZRAW,807,Paper Pulp
8070015900,PULP TRAY LEFT,F,EA,ZRAW,807,Paper Pulp
8070016000,PULP TRAY LEFT SHIGA TAIWAN,E,EA,ZCOM,807,Paper Pulp
8070016100,PULP TRAY RIGHT SHIGA TAIWAN,F,EA,ZCOM,807,Paper Pulp
8070016400,PULP TRAY RIGHT SHIGA TAIWAN,E,EA,ZCOM,807,Paper Pulp
8070016900,PULPTRAY TOP 9744R LIGHT PROJECT IH,E,EA,ZCOM,807,Paper Pulp
8070017000,PULPTRAY BOTTOM 9744R LIGHT PROJECT IH,E,EA,ZCOM,807,Paper Pulp
8070020600,9603 Pulp tray right,F,EA,ZRAW,807,Paper Pulp
8070020700,9603 Pulp tray left,F,EA,ZRAW,807,Paper Pulp
8080015500,BLISTER TRAY FOR CLAMP PLATE,F,EA,ZRAW,808,Blister Tray
8080017400,BLISTER TRAY FOR MINI ME LIGHT,F,EA,ZRAW,808,Blister Tray
8090084901,NEEDLE LABEL (ARTTAPE+TP),F,EA,ZRAW,809,Label
8090122900,STICKER FOR BLACK PLATE,F,EA,ZRAW,809,Label
8090150700,TRIANGLE STICKER FOR STEAM NOZZLE,F,EA,ZRAW,809,Label
8090187702,MASTER CTN LABEL FOR MX NEW ADDRESS,F,EA,ZRAW,809,Label
8090187703,MASTER CTN LABEL MX ADDRESS,E,EA,ZRAW,809,Label
8090216300,BLANK PACKAGING LABEL,F,EA,ZRAW,809,Label
8090220400,MASTER CTN LABEL FOR VDE RED VER,F,EA,ZRAW,809,Label
8090220401,MASTER CTN LABEL KP100610 RED,F,EA,ZRAW,809,Label
8090234500,LABEL FOR GIFT BOX VDE RED VER,F,EA,ZRAW,809,Label
8090234501,LABEL FOR GIFT BOX KP100610 RED,F,EA,ZRAW,809,Label
8090286700,STICKER FOR POWER CORD(NC00020455-01),F,EA,ZRAW,809,Label
8090286701,STICKER FOR POWER CORD (NC00020455-01)V1,F,EA,ZRAW,809,Label
8090286901,STICKER FOR POWER CORD N&S-EE(NC00020456,F,EA,ZRAW,809,Label
8090295500,TRIANGLE STICKER FOR STEAM NOZZLE(AUSTRA,F,EA,ZRAW,809,Label
8090296900,TRIANGLE STICKER FOR STEAM NOZZLE(Turkey,F,EA,ZRAW,809,Label
8090315800,STICKER PV1006AR FOR IFU,F,EA,ZRAW,809,Label
8090323300,HIGHLIGHT STICKER FOR NDG ART PAPER,F,EA,ZRAW,809,Label
8090324601,974x&977x ADDITIONAL GIFT BOX LABEL NEW,F,EA,ZRAW,809,Label
8090324602,9770 ADDITIONAL GIFT BOX LABEL ICBR,F,EA,ZRAW,809,Label
8090329701,974x&977x ADDITIONAL RATING LABEL NEW,F,EA,ZRAW,809,Label
8090329702,9770 ADDITIONAL RATING LABEL ICBR,F,EA,ZRAW,809,Label
8090371003,STICKER FOR CHILE & PERU RATING FOR 9744,F,EA,ZRAW,809,Label
8090371700,STICKER PV1000AR FOR IFU,F,EA,ZRAW,809,Label
8090386000,LABEL GIFT BOX FOR 9748.12  UK RED,F,EA,ZRAW,809,Label
8090394800,NEEDLE LABEL (ARTTAPE+TP),F,EA,ZRAW,809,Label
8090416200,BLANK SILVER STICKER LABEL SET-TRACKING,F,EA,ZRAW,809,Label
8090425500,STICKER FOR BOOKLET CA,F,EA,ZRAW,809,Label
8090427900,Voltage Sticker for color box ME,F,EA,ZRAW,809,Label
8090428100,Sticker for color box UK NDG,F,EA,ZRAW,809,Label
8090428101,STICKER £10 €12 FOR NDG DL UK COLOR BOX,F,EA,ZRAW,809,Label
8090428102,LABEL BOX ENJOY UP£50/€60 (56132A2991),F,EA,ZRAW,809,Label
8090435000,LIGHT COLOR BOXLABEL NESCAFE KR WB,F,EA,ZRAW,809,Label
8090449300,MASTER CTN LABEL KP100610 RED(PRELUDE),F,EA,ZRAW,809,Label
8090449301,MASTER CTN LABEL KP100610 RED(PRELUDE),F,EA,ZRAW,809,Label
8090449400,LABEL FOR GIFT BOX KP100610 RED(PRELUDE),F,EA,ZRAW,809,Label
8090449401,LABEL FOR GIFT BOX KP100610 RED(PRELUDE),F,EA,ZRAW,809,Label
8090465100,BLANK LABEL 15X40MM,F,EA,ZRAW,809,Label
8090476701,MASTER CTN LABEL NESCAFE NZ PB UPDATED B,F,EA,ZRAW,809,Label
8090476702,MASTER CTN LABEL NESCAFE NZ BATAM,F,EA,ZRAW,809,Label
8090493001,STICKER FOR QR CHILE & PERU RATING 2016,F,EA,ZRAW,809,Label
8090501300,MASTER CTN LABEL KP100631 RED(PRELUDE),F,EA,ZRAW,809,Label
8090501400,LABEL FOR GIFT BOX KP100631 RED(PRELUDE),F,EA,ZRAW,809,Label
8090502900,LABEL FOR COLOR BOX TH,F,EA,ZRAW,809,Label
8090515500,STICKER FOR COLOR BOX A (1321548EDL),F,EA,ZRAW,809,Label
8090515600,STICKER FOR COLOR BOX B (5613256011),F,EA,ZRAW,809,Label
8090521000,label 16.9*40.6mm for JP spare part,F,EA,ZRAW,809,Label
8090521400,MASTER CTN LABEL KP100610 RED new (PRELU,F,EA,ZRAW,809,Label
8090521401,9744R MASTER CTN LABEL KP100610 RED new,F,EA,ZRAW,809,Label
8090521402,59744R MASTER CTN LABEL KP100610 RED BAT,F,EA,ZRAW,809,Label
8090521500,LABEL FOR GIFT BOX KP100610 RED new (PRE,F,EA,ZRAW,809,Label
8090521501,9744R LABEL FOR GIFT BOX KP100610 RED ne,F,EA,ZRAW,809,Label
8090521502,9744R LABEL FOR GIFTBOX KP100610 RED BAT,F,EA,ZRAW,809,Label
8090521600,MASTER CTN LABEL KP100631 RED new (PRELU,F,EA,ZRAW,809,Label
8090521601,MASTER CTN LABEL KP100631 XXX RED new (P,F,EA,ZRAW,809,Label
8090521700,LABEL FOR GIFT BOX KP100631 RED new (PRE,F,EA,ZRAW,809,Label
8090521701,LABEL FOR GIFT BOX KP100631 XXX RED new,F,EA,ZRAW,809,Label
8090527600,LABEL FOR UM PV110858 9772.12 MOULINEX-A,F,EA,ZRAW,809,Label
8090528300,MASTER CTN LABEL  (KP100010) BATAM,F,EA,ZRAW,809,Label
8090528301,MASTER CTN LABEL (KP100010 XXX) BATAM,F,EA,ZRAW,809,Label
8090528302,9744R MASTER CTN LABEL (KP100010) BAT,F,EA,ZRAW,809,Label
8090528400,LABEL FOR GIFT BOX  (KP100010) BATAM,F,EA,ZRAW,809,Label
8090528401,LABEL FOR GIFT BOX (KP100010 XXX) BATAM,F,EA,ZRAW,809,Label
8090528402,9744R LABEL FOR GIFT BOX (KP100010) BAT,F,EA,ZRAW,809,Label
8090528500,MASTER CTN LABEL  (KP100040) BATAM,F,EA,ZRAW,809,Label
8090528501,MASTER CTN LABEL (KP100040 XXX) BATAM,F,EA,ZRAW,809,Label
8090528600,LABEL FOR GIFT BOX  (KP100040) BATAM,F,EA,ZRAW,809,Label
8090528601,LABEL FOR GIFT BOX (KP100040 XXX) BATAM,F,EA,ZRAW,809,Label
8090528700,MASTER CTN LABEL  (KP100031) BATAM,F,EA,ZRAW,809,Label
8090528701,MASTER CTN LABEL (KP100031 XXX) BATAM,F,EA,ZRAW,809,Label
8090528800,LABEL FOR GIFT BOX  (KP100031) BATAM,F,EA,ZRAW,809,Label
8090528801,LABEL FOR GIFT BOX (KP100031 XXX) BATAM,F,EA,ZRAW,809,Label
8090528900,MASTER CTN LABEL  (KP100640) BATAM,F,EA,ZRAW,809,Label
8090528901,MASTER CTN LABEL (KP100640 XXX) BATAM,F,EA,ZRAW,809,Label
8090529000,LABEL FOR GIFT BOX  (KP100640) BATAM,F,EA,ZRAW,809,Label
8090529001,LABEL FOR GIFT BOX (KP100640 XXX) BATAM,F,EA,ZRAW,809,Label
8090533100,STEAM STICKER FOR  HOT JET NOZZLE OF TE,F,EA,ZRAW,809,Label
8090534603,MASTER CTN LABEL PV1006AR RED BATAM,F,EA,ZRAW,809,Label
8090534604,MASTER CTN LABEL PV1000AR MATT BLACK BAT,F,EA,ZRAW,809,Label
8090534703,GIFT BOX LABEL AR RED (PV1006AR) BATAM,F,EA,ZRAW,809,Label
8090534704,STICKER PICCOLO MLX FOR COLOR BOX,F,EA,ZRAW,809,Label
8090534705,GIFT BOX LABEL AR MATT BLACK (PV1000AR),F,EA,ZRAW,809,Label
8090534706,STICKER PICCOLO MLX FOR COLOR BOX,F,EA,ZRAW,809,Label
8090542603,MASTER CTN LABEL BR PJ120555 UPDATE 01,F,EA,ZRAW,809,Label
8090546400,BARCODE FOR 9744 CHILE RED COLOR BOX,F,EA,ZRAW,809,Label
8090548000,Red cable sticker for Panoramix pack,F,EA,ZRAW,809,Label
8090548001,RED CABLE STICKER FOR PANORAMIX PACK RED,F,EA,ZRAW,809,Label
8090548800,LABEL FOR UM PV110558,F,EA,ZRAW,809,Label
8090558200,MASTER CTN LABEL  (KP100B10) BATAM,F,EA,ZRAW,809,Label
8090558201,9744R MASTER CTN LABEL  (KPXXXXXX) BATAM,F,EA,ZRAW,809,Label
8090558202,9744R MASTER CTN LABEL  (KP100B10) BATAM,F,EA,ZRAW,809,Label
8090558300,LABEL FOR GIFT BOX  (KPXXXXXX) BATAM,F,EA,ZRAW,809,Label
8090558301,9744R LABEL FOR GIFT BOX  (KPXXXXXX) BAT,F,EA,ZRAW,809,Label
8090558302,9744R LABEL FOR GIFT BOX  (KP100B10) BAT,F,EA,ZRAW,809,Label
8090558400,MASTER CTN LABEL EE  (KP100B31) BATAM,F,EA,ZRAW,809,Label
8090558401,MASTER CTN LABEL EE  (KPXXXXXX) BATAM,F,EA,ZRAW,809,Label
8090558500,LABEL FOR GIFT BOX EE  (KPXXXXXX) BATAM,F,EA,ZRAW,809,Label
8090558501,LABEL FOR GIFT BOX EE  (KPXXXXXX) BATAM,F,EA,ZRAW,809,Label
8090562000,Energy label for SW,F,EA,ZRAW,809,Label
8090562001,Energy label for KP10* SW 44KWH,F,EA,ZRAW,809,Label
8090564200,Energy label for 9770 DL CH,F,EA,ZRAW,809,Label
8090564201,ENERGYLBL 9770DL CH 5413221101/1 GIFTBOX,F,EA,ZRAW,809,Label
8090574400,LABEL OF TEL NO,F,EA,ZRAW,809,Label
8090575800,HMI sticker for stelia and drop,F,EA,ZRAW,809,Label
8090577900,COLOR BOX LABEL WEU KP350B10 DARK SILVER,F,EA,ZRAW,809,Label
8090577901,COLOR BOX LABEL WEU KP350B10 DARK SILVER,F,EA,ZRAW,809,Label
8090578001,MASTER CTN LABEL WEU KP350B10 DARK SILVE,F,EA,ZRAW,809,Label
8090578500,RUSSIAN SPECIFIC STICKER NC00128345 SZ,F,EA,ZRAW,809,Label
8090580900,MASTER CTN LABEL FOR PH DARK RED,F,EA,ZRAW,809,Label
8090581000,LABEL FOR GIFT BOX PH DARK RED,F,EA,ZRAW,809,Label
8090581900,STICKER FOR GOOD HOUSEKEEPING INSTITUTE,F,EA,ZRAW,809,Label
8090583400,MASTER CTN LABEL FOR KP110810 BATAM,F,EA,ZRAW,809,Label
8090583500,LABEL FOR GIFT BOX  KP110810 BATAM,F,EA,ZRAW,809,Label
8090583600,COLOR BOX LABEL WEU KP120110 BATAM,F,EA,ZRAW,809,Label
8090583700,MASTER CTN LABEL WEU KP120110 BATAM,F,EA,ZRAW,809,Label
8090583800,COLOR BOX LABEL WEU KP120510 BATAM,F,EA,ZRAW,809,Label
8090583900,MASTER CTN LABEL WEU KP120510 BATAM,F,EA,ZRAW,809,Label
8090584000,COLOR BOX LABEL WEU KP120810 BATAM,F,EA,ZRAW,809,Label
8090584100,MASTER CTN LABEL WEU KP120810 BATAM,F,EA,ZRAW,809,Label
8090584200,MASTER CTN LABEL FOR KP110510 BATAM,F,EA,ZRAW,809,Label
8090584400,LABEL FOR GIFT BOX KP110510 BATAM,F,EA,ZRAW,809,Label
8090584500,BLANK RATING LABEL,F,EA,ZRAW,809,Label
8090587000,RUSSIAN SPECIFIC STICKER NC00128469 BM,F,EA,ZRAW,809,Label
8090587800,Tetris red sticker for inner box,F,EA,ZRAW,809,Label
8090587900,Tetris fuchsia sticker for inner box,F,EA,ZRAW,809,Label
8090588000,Tetris black sticker for inner box,F,EA,ZRAW,809,Label
8090588100,Tetris white sticker for inner box,F,EA,ZRAW,809,Label
8090588200,Barcode LABEL for 9663,F,EA,ZRAW,809,Label
8090591402,COLOR BOX LABEL EDG155.BG EU,F,EA,ZRAW,809,Label
8090591403,COLOR BOX BARC LB CN EDG155.BG LIGHT NEW,F,EA,ZRAW,809,Label
8090591406,COLOR BOX LABEL EDG155.BG EU,F,EA,ZRAW,809,Label
8090591501,MASTER CTN LABEL EDG155.BG EU,F,EA,ZRAW,809,Label
8090591504,MASTER CTN LABEL CN EDG155.BG NEW,E,EA,ZRAW,809,Label
8090599500,ENERGY LABEL FOR 9744/9744R DL CH EDG100,F,EA,ZRAW,809,Label
8090599600,ENERGY LABEL FOR 9744/9744R DL CH EDG200,F,EA,ZRAW,809,Label
8090599700,ENERGY LABEL FOR 9744/9744R DL CH EDG201,F,EA,ZRAW,809,Label
8090601800,STICKER PV350B58 FOR IFU,F,EA,ZRAW,809,Label
8090606800,STICKER FOR CHILE & PERU RATING FOR 9772,F,EA,ZRAW,809,Label
8090606901,STICKER FOR QR CHILE & PR RATING 2016,F,EA,ZRAW,809,Label
8090607000,COLOR BOX LABEL WEU KP120540 BATAM,F,EA,ZRAW,809,Label
8090607100,MASTER CTN LABEL WEU KP120540 BATAM,F,EA,ZRAW,809,Label
8090607200,COLOR BOX LABEL SG&MY KP120565 BATAM,F,EA,ZRAW,809,Label
8090607201,COLOR BOX LABEL SG&MY KP120565 BATAM LOG,F,EA,ZRAW,809,Label
8090607300,MASTER CTN LABEL SG&MY KP120565 BATAM,F,EA,ZRAW,809,Label
8090607400,COLOR BOX LABEL SG&MY KP120865 BATAM,F,EA,ZRAW,809,Label
8090607401,COLOR BOX LABEL SG&MY KP120865 BATAM LOG,F,EA,ZRAW,809,Label
8090607500,MASTER CTN LABEL SG&MY KP120865 BATAM,F,EA,ZRAW,809,Label
8090607600,COLOR BOX LABEL SG&MY KP120165 BATAM,F,EA,ZRAW,809,Label
8090607601,COLOR BOX LABEL SG&MY KP120165 BATAM LOG,F,EA,ZRAW,809,Label
8090607700,MASTER CTN LABEL SG&MY KP120165 BATAM,F,EA,ZRAW,809,Label
8090608700,JP Sticker for top cover inside,F,EA,ZRAW,809,Label
8090609800,COLOR BOX LABEL FOR COVERING AR CAPSULE,F,EA,ZRAW,809,Label
8090611300,Sticker fo Shiga Japan Power Cable,F,EA,ZRAW,809,Label
8090613001,BARCODE FOR 9744 CHILE RED COLOR BOX,F,EA,ZRAW,809,Label
8090613900,Coffee tank sticker (Japan),F,EA,ZRAW,809,Label
8090615000,MASTER CTN LABEL FOR VDE KP110110 BATAM,F,EA,ZRAW,809,Label
8090615100,LABEL FOR GIFT BOX VDE KP110110 BATAM,F,EA,ZRAW,809,Label
8090615200,MASTER CTN LABEL FOR KP110540 BATAM,F,EA,ZRAW,809,Label
8090615300,LABEL FOR GIFT BOX KP110540 BATAM,F,EA,ZRAW,809,Label
8090615400,MASTER CTN LABEL FOR KP110840 BATAM,F,EA,ZRAW,809,Label
8090615500,LABEL FOR GIFT BOX KP110840 BATAM,F,EA,ZRAW,809,Label
8090616200,MASTER CTN LABEL FOR KP110140 BATAM,F,EA,ZRAW,809,Label
8090616300,LABEL FOR GIFT BOX KP110140 BATAM,F,EA,ZRAW,809,Label
8090616400,MASTER CTN LABEL FOR KP110531 DR BATAM,F,EA,ZRAW,809,Label
8090616500,LABEL FOR GIFT BOX KP110531 DR BATAM,F,EA,ZRAW,809,Label
8090616600,MASTER CTN LABEL FOR KP110831 BATAM,F,EA,ZRAW,809,Label
8090616700,LABEL FOR GIFT BOX  KP110831 BATAM,F,EA,ZRAW,809,Label
8090616800,MASTER CTN LABEL FOR VDE KP110131 BATAM,F,EA,ZRAW,809,Label
8090616900,LABEL FOR GIFT BOX KP110131 VDE BATAM,F,EA,ZRAW,809,Label
8090619500,COLOR BOX LABEL WEU KP120H10 CHERRY UA B,F,EA,ZRAW,809,Label
8090619600,MASTER CTN LABEL WEU KP120H10 CHERRY UA,F,EA,ZRAW,809,Label
8090619700,COLOR BOX LABEL EEU KP120H31 BATAM,F,EA,ZRAW,809,Label
8090619800,MASTER CTN LABEL EEU KP120H31 BATAM,F,EA,ZRAW,809,Label
8090620400,COLOR BOX LABEL WEU KP120H10 BATAM,F,EA,ZRAW,809,Label
8090620500,MASTER CTN LABEL WEU KP120H10  BATAM,F,EA,ZRAW,809,Label
8090620600,COLOR BOX LABEL EEU KP120H31 BATAM,F,EA,ZRAW,809,Label
8090620700,MASTER CTN LABEL EEU KP120H31 BATAM,F,EA,ZRAW,809,Label
8090621000,COLOR BOX LABEL SG&MY KP120H65 BATAM,F,EA,ZRAW,809,Label
8090621001,COLOR BOX LABEL SG&MY KP120H65 BATAM  LO,F,EA,ZRAW,809,Label
8090621100,MASTER CTN LABEL SG&MY KP120H65 BATAM,F,EA,ZRAW,809,Label
8090621200,COLOR BOX LABEL WE KP120H40 BATAM,F,EA,ZRAW,809,Label
8090621300,MASTER CTN LABEL WE KP120H40 BATAM,F,EA,ZRAW,809,Label
8090623300,CTN LABEL FOR VDE EDG201.S EX:1 BATAM,F,EA,ZRAW,809,Label
8090623400,COLOR BOX LABEL VDE EDG201.S EX:1 BATAM,F,EA,ZRAW,809,Label
8090623500,CTN LABEL FOR EDG201.S CH BATAM,F,EA,ZRAW,809,Label
8090623600,LABEL FOR GIFT BOX EDG201.S CH BATAM,F,EA,ZRAW,809,Label
8090623700,MASTER CTN LABEL VDE EDG200.R BATAM,F,EA,ZRAW,809,Label
8090623800,LABEL FOR GIFTBOX  VDE EDG200.R BATAM,F,EA,ZRAW,809,Label
8090623900,aTN LABEL FOR VDE EDG200.B,F,EA,ZRAW,809,Label
8090624000,LABEL FOR GIFTBOX VDE EDG200.B,F,EA,ZRAW,809,Label
8090624100,CTN LABEL FOR UK EDG200.B BATAM,F,EA,ZRAW,809,Label
8090624200,LABEL FOR GIFT BOX UK EDG200.B BATAM,F,EA,ZRAW,809,Label
8090624300,CTN LABEL EDG200.B EX:1 VDE BATAM,F,EA,ZRAW,809,Label
8090624400,COLOR BOX LABEL EDG200.B EX:1 VDE BATAM,F,EA,ZRAW,809,Label
8090624500,MASTER CTN LABEL FOR EDG200.B CH BATAM,F,EA,ZRAW,809,Label
8090624600,LABEL FOR GIFTBOX FOR EDG200.B CH BATAM,F,EA,ZRAW,809,Label
8090624700,CTN LABEL FOR AU EDG200.B BATAM,F,EA,ZRAW,809,Label
8090624800,COLOR BOX LABEL FOR AU EDG200.B BATAM,F,EA,ZRAW,809,Label
8090624900,CTN LABEL FOR EDG100X.W VDE BATAM,F,EA,ZRAW,809,Label
8090625000,LABEL FOR GIFT BOX EDG100X.W VDE BATAM,F,EA,ZRAW,809,Label
8090625100,CTN LABEL FOR EDG100.W VDE BATAM,F,EA,ZRAW,809,Label
8090625200,COLOR BOX LABEL FOR EDG100.W VDE BATAM,F,EA,ZRAW,809,Label
8090625300,CTN LABEL FOR UK EDG100.W BATAM,F,EA,ZRAW,809,Label
8090625400,LABEL FOR GIFT BOX EDG100.W BATAM,F,EA,ZRAW,809,Label
8090625500,CTN LABEL FOR CH EDG100.W BATAM,F,EA,ZRAW,809,Label
8090625600,LABEL FOR GIFT BOX CH EDG100.W BATAM,F,EA,ZRAW,809,Label
8090625700,MASTER CTN LABEL FOR AU EDG100.W BATAM,F,EA,ZRAW,809,Label
8090625800,LABEL FOR GIFTBOX AU EDG100.W BATAM,F,EA,ZRAW,809,Label
8090626100,CTN LABEL FOR VDE EDG201.S BATAM,F,EA,ZRAW,809,Label
8090626200,LABEL FOR GIFT BOX VDE EDG201.S BATAM,F,EA,ZRAW,809,Label
8090626300,CTN LABEL FOR UK EDG201.S BATAM,F,EA,ZRAW,809,Label
8090626301,LABEL MSTR CTN UK EDG201.S (56132A9951),F,EA,ZRAW,809,Label
8090626302,MASTER CTN LABEL VDE EDG200.R LIGHT,F,EA,ZRAW,809,Label
8090626303,MASTER CTN LABEL FOR VDE EDG201.S LIGHT,F,EA,ZRAW,809,Label
8090626304,MASTER CTN LABEL FOR VDE EDG200.B LIGHT,F,EA,ZRAW,809,Label
8090626305,9744R MASTER CTN LABEL EDG100X.W,F,EA,ZRAW,809,Label
8090626306,MASTER CTN LABEL VDE EDG200.R LIGHT NEW,F,EA,ZRAW,809,Label
8090626307,MASTER CTN LABEL VDE EDG200.B LIGHT NEW,F,EA,ZRAW,809,Label
8090626308,MASTER CTN LABEL VDE EDG201.S LIGHT NEW,F,EA,ZRAW,809,Label
8090626309,LBL MSTRCTN UK EDG201.S (56132A9951) NEW,F,EA,ZRAW,809,Label
8090626400,LABEL FOR GIFT BOX FOR UK EDG201.S BATAM,F,EA,ZRAW,809,Label
8090626401,LABEL GIFT BOX UK EDG201.S (56132A9941),F,EA,ZRAW,809,Label
8090626402,LABEL FOR GIFTBOX  VDE EDG200.R LIGHT,F,EA,ZRAW,809,Label
8090626403,COLOR BOX LABEL VDE EDG201.S LIGHT,F,EA,ZRAW,809,Label
8090626404,LABEL FOR GIFTBOX VDE EDG200.B LIGHT,F,EA,ZRAW,809,Label
8090626405,9744R COLORBOX LABEL EDG100X.W,F,EA,ZRAW,809,Label
8090626406,LABELFOR GIFTBOX  VDE EDG200.R LIGHT NEW,F,EA,ZRAW,809,Label
8090626407,LABEL FOR GIFTBOX VDE EDG200.B LIGHT NEW,F,EA,ZRAW,809,Label
8090626408,COLOR BOX LABEL VDE EDG201.S LIGHT NEW,F,EA,ZRAW,809,Label
8090626409,LBL GIFT BOX UK EDG201.S (56132A9941)NEW,F,EA,ZRAW,809,Label
8090630600,CLEANING Sticker for Shiga hsg lid-JP,F,EA,ZRAW,809,Label
8090638700,COLOR BOX LABEL WEU KP120HCH BATAM,F,EA,ZRAW,809,Label
8090638800,MASTER CTN LABEL WEU KP120HCH BATAM,F,EA,ZRAW,809,Label
8090641000,Energy label for 9770 KRUPS CH 2,F,EA,ZRAW,809,Label
